@relation arousal

@attribute class {-1,1}
@attribute user numeric
@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute Theta_33 numeric
@attribute Alpha_33 numeric
@attribute LowBeta_33 numeric
@attribute HighBeta_33 numeric
@attribute Gamma_33 numeric
@attribute Theta_34 numeric
@attribute Alpha_34 numeric
@attribute LowBeta_34 numeric
@attribute HighBeta_34 numeric
@attribute Gamma_34 numeric
@attribute Theta_35 numeric
@attribute Alpha_35 numeric
@attribute LowBeta_35 numeric
@attribute HighBeta_35 numeric
@attribute Gamma_35 numeric
@attribute Theta_36 numeric
@attribute Alpha_36 numeric
@attribute LowBeta_36 numeric
@attribute HighBeta_36 numeric
@attribute Gamma_36 numeric
@attribute Theta_37 numeric
@attribute Alpha_37 numeric
@attribute LowBeta_37 numeric
@attribute HighBeta_37 numeric
@attribute Gamma_37 numeric
@attribute Theta_38 numeric
@attribute Alpha_38 numeric
@attribute LowBeta_38 numeric
@attribute HighBeta_38 numeric
@attribute Gamma_38 numeric
@attribute Theta_39 numeric
@attribute Alpha_39 numeric
@attribute LowBeta_39 numeric
@attribute HighBeta_39 numeric
@attribute Gamma_39 numeric
@attribute Theta_40 numeric
@attribute Alpha_40 numeric
@attribute LowBeta_40 numeric
@attribute HighBeta_40 numeric
@attribute Gamma_40 numeric

@data
-1,14,2367.5,1204.4,707.7,546.15,479.8,2069.6,1018.7,544.67,528.91,458.73,23941,5932.9,3174.9,3695.5,3303.8,2722.4,1047,563.11,583.37,525.8,2294.1,948.37,491.6,429.41,361.4,1315,733.38,377.09,217.63,150.94,3630,1222.9,579.65,600.27,503.57,5860.8,1913.1,1050.9,1126.3,1012.7,2590.1,1066.8,605.74,535.42,483.43,14431,3570.8,1853.4,2233.2,1985.5,2229.8,1107.4,625.95,478.52,414.78,10570,2964.9,1628.3,1767.4,1565.1,2535.4,1025.1,556.31,388.91,331.19,2977.1,1304.3,738.94,592.48,505.44,1184.2,762.77,419.03,249.56,201.19,2578.4,1213.4,656.01,509.47,443.27,20366,4832.7,2535.5,2759.2,2472.1,9401.6,2269,1191.3,1242.1,1114.4,4039.7,1292.7,709.75,716.9,635.69,3398.2,1150.3,637.93,613.58,527.79,2170,930.12,472.72,428.88,355.22,8887.4,2527.2,1337.8,1471.9,1304.4,5288.3,2533.6,1386.3,1193,1035.4,13659,3831.1,2104.7,2368.9,2091.3,5040.2,1425.7,677.43,593.45,538.44,12423,3320.6,1734.6,2002.2,1754,5628.1,1909.6,994.03,993.08,861.41,13716,3699.9,2037.9,2328,2071.3,13955,3179.9,1695.4,2046.9,1830,7712.3,2285.2,1189.2,1240.5,1095.5,11226,2587.7,1353.6,1542.5,1383.7,3344.9,996.94,559.11,510.12,450.31,3259.7,1701.2,882.66,691.59,582.32,6395.7,1412.3,724.43,836.67,750.49,459.17,346.82,389.29,531.17,524.22,2122.1,1358.1,848.68,507.43,329.66,3725.7,1893.9,1111.1,833.96,799.51,9667.1,6533.6,4523.6,3650.1,3066.1,51781,15054,8695.9,6516.8,5194.6,1.5607,0.7885,0.46427,0.34853,0.27679
-1,14,2004.5,1222.6,639.79,491.13,409.06,1737.2,916.87,512.05,424.31,345.02,16263,4957,2653.1,2624.9,2284.5,2062.7,908.51,503.26,452.23,377.53,1725.3,867.27,441.53,315.32,262.9,1243.1,723.04,378.84,201.92,139.91,2638.1,1066.2,547.56,433.54,366.44,4268.7,1614,880.52,785.35,665.85,2040.2,992.05,524.76,396.49,326.54,9760.1,3011.1,1577,1582.3,1376.8,1949.9,1088.9,561.06,395.85,318.29,7491.4,2547,1383.7,1260,1094.8,1867.2,1054.3,524,356.62,275.39,2500.4,1256.3,676.73,462.46,386.71,1150.6,737.5,420.1,225.34,178.3,2162,1206.1,608.14,418.85,334.65,13637,4512.3,2202.6,2154.3,1829.8,6269.7,2153.3,1035.3,996.01,856.71,2901.7,1139.3,598.98,532.69,448.18,2429.5,1034.9,565.18,445.25,374.57,1630.6,860.04,466.72,328.46,285.75,6095.6,2118.2,1143,1054.9,905.66,4526.8,2300.3,1255.8,974.34,786.81,9591.7,3253,1780.6,1694.7,1450.1,3360.8,1335.5,637.33,532.13,430.22,8486,2844,1492.7,1411.3,1247.2,4056.6,1658.6,880.04,731.57,606.5,9514.8,3110.4,1698.9,1652.1,1427.9,9252.4,2762.6,1423.9,1475.1,1284.4,5445.4,2020.8,1038.4,905.81,765.11,7380.6,2372.5,1175.8,1161.5,996.95,2214.3,922.53,504.14,399.76,338.45,2890.1,1537.3,825.47,616.01,485.11,4202.1,1260.3,616.59,629.21,540.54,568.04,325.51,284.67,301.32,285.6,2247.9,1397.9,895.3,557.43,361.71,50099,25271,14907,11183,9003.5,16535,10351,7235.4,5857.8,5047.8,68162,8299.8,4105.3,3070.1,2418.7,0.26771,0.13685,0.080628,0.061402,0.049445
-1,14,2592.6,1402.6,724.1,525.52,515.18,2232.8,1116.3,591.24,509.41,528.33,19783,5687.5,3080.5,3314.3,3284.8,2661.6,1140.7,601.55,578.77,589.95,1986.1,943.06,474.73,386.5,358.04,1226.8,760.7,360.86,214.15,153.31,2916.9,1133.1,570.83,537.66,504.8,5501.8,2046.5,1047.1,1011,1026,2674.4,1154.4,595.37,490.33,497.93,11756,3355,1809.9,1998.6,1959.5,2510,1243.4,634.28,468.47,483.57,9238.7,3083.1,1619.5,1609.6,1622.9,2441,1121.2,569.79,385.17,358.75,3135,1483.2,762,575.62,586.22,1175.8,822.3,447.88,251.38,223.37,2650.8,1362.5,687.18,492.16,503.25,17047,4885.5,2494.5,2577.8,2447.9,7891.2,2306.7,1181,1173.2,1119.5,3552.5,1326,694.88,657.08,664.4,2937.5,1163,612.31,550.32,535,1893.3,927.01,482.33,387.32,364.61,7503.3,2474.1,1304.2,1310,1319.2,6122,2924.6,1454.1,1177.5,1229.6,11743,3888.7,2079.4,2150,2152.1,4294.6,1390.8,669.87,572.98,537.95,10248,3192.3,1695.3,1796,1784.4,4985.9,1967.2,987.97,902.68,907.12,11717,3702.6,2006,2096.9,2114.3,11410,3005.8,1643.7,1836.2,1787.9,6523.9,2309.1,1208.7,1132.5,1113,9268.4,2522.9,1325,1403,1342.2,2811.1,993.25,565.86,463.54,442.84,4045.8,1958.7,927.49,703.5,723.25,5218.8,1374.1,705.8,765.22,724.54,1574.9,826.86,569.42,659.22,616.9,2970.8,1692.3,1056.3,673.75,485.17,33313,16874,9931.3,7430,6225.6,7425.2,4510.9,3282.9,2678.9,2405.4,74940,19535,11324,8486.9,6758,0.20689,0.1033,0.062062,0.047425,0.038284
-1,14,1670.9,1027.6,587.07,503.1,423.62,1221.8,719.06,475.03,444.83,381.01,15570,3934,2915.1,3626,3152.2,1563.8,741.6,476.68,501.36,430.36,1522.5,816.98,438.1,386.59,324.68,1194.5,709.71,360.67,192.57,129.47,2433.5,1006.6,571.49,569.15,490.51,3456.6,1192.7,830.7,956.35,824.95,1568.1,806.21,481.67,435.44,365.83,9385.5,2404.9,1754.3,2207.5,1917.4,1220,869.84,481.17,370.49,309.12,6617.5,1996.5,1408.2,1662.6,1439.9,1814.1,881.86,468.31,343.05,279.03,1758.8,998.26,586.51,497.14,426.47,1036.1,684.75,380.48,251.62,221.43,1498.6,966.78,536.26,425.48,353.17,14269,3397.5,2282.1,2796.3,2428.7,6572.4,1604.6,1050.4,1250,1098.8,2521.6,925.54,623.83,660.84,578.37,2201.5,849.19,562.91,556.25,497.39,1481,800.83,436.69,383.54,338.11,5520.8,1700.1,1190.4,1379.4,1212.7,2586.2,1570.1,1005.5,914.92,793.7,8367.9,2503,1850.3,2220.1,1934.7,3577,1078.6,599.04,598.5,518.44,8062.7,2355.8,1634.9,1913.4,1685.3,3438.2,1429,876.39,894.15,779.36,8478.1,2348.7,1795.9,2212.7,1930.1,9365.1,2184.3,1605.2,2062.5,1794.2,4941.7,1734,1098.6,1177.4,1020.6,7746.6,1860.4,1273.7,1579,1368.8,2343.1,808.15,521.83,514.16,455.82,1910.1,1099.8,638.91,495.08,422.53,4455,1006.6,693.24,857.5,746.55,467.71,310.69,390.01,545.6,458.2,2056.7,1286.7,857.86,490.04,333.99,27214,13710,8084.2,6067.6,5001.1,14568,8892.8,6191.6,4962.9,4160.1,62168,27485,16336,12229,9760,0.57202,0.28907,0.17083,0.12827,0.10243
-1,14,3199,1431,713.06,572.14,482.83,2365.1,1125.4,597.05,520.72,450.36,28241,6701.9,3479.3,4046.6,3535.8,3090.3,1128.7,601.4,578.26,499.1,2661.1,1027.6,492.38,434.72,369.64,1534.2,832.33,396.67,212.97,140.04,4368.1,1316.6,637.71,637.94,544.34,6744.8,2058.7,1091.7,1087.3,944.41,3039,1206.8,603.34,489.43,422.74,17162,3957.1,2069.9,2453.8,2138,2682.8,1326.6,630.36,434.56,368.46,12303,3342.9,1737.1,1858.2,1618.4,3327.5,1229.4,578.83,386.58,317.08,3460.7,1547.6,750.93,561.04,476.82,1448.9,882.47,419.92,251.5,196.17,2976.5,1414.5,689.89,494.1,414.69,25858,5831.5,2816.2,3142.6,2712.4,11965,2737.8,1310.7,1417.9,1221.4,4521.3,1435.8,758.41,760.99,657.76,3918.3,1288.3,678.51,655.12,558.78,2520.5,1014.5,519.03,444.52,405.18,10261,2773.2,1440.5,1577.4,1369.1,6406.7,2932.1,1417.8,1095,939.93,15863,4236.7,2263.7,2512.5,2186.6,6317.4,1696,719.13,678.58,568.52,14658,3656.4,1883,2129.8,1878.4,6509,2108.4,1030.1,1013.9,879.36,15946,4075.3,2200.2,2489,2181.7,16824,3666.1,1902.3,2301.8,1998.8,9069.8,2528.7,1260.1,1307.9,1148.1,13799,3053.8,1513.7,1763.4,1515.2,3937.7,1120,594.99,568.23,482.5,4438.4,1965,894.18,579.45,501.1,7882.4,1726.8,852.31,959.12,834.92,483.45,319.33,415.9,571.49,562.32,4538.1,2524.6,1505.3,1067.1,819.72,9086.6,4590.3,2708.8,2013,1908.9,13058,8410.6,5890.6,4938.8,4443.2,86172,41067,24125,18085,14393,0.56028,0.28306,0.16705,0.1255,0.10023
-1,14,2079.7,1141.2,628.83,520.44,461.71,1625.6,868.6,516.26,438.55,422.73,18656,5277.1,3031.4,3508.5,3506.3,2107.4,905.87,524.41,495.81,485.19,1871.5,886.22,443,368.23,354.13,1235.4,706.36,360.72,202.97,135.18,2993.2,1109.1,570.07,556.26,538.77,4518.5,1539.6,942.43,934.64,920.47,1995.9,963,530.58,432.88,403.63,11376,3131.4,1835.1,2111.1,2132.5,1780.5,1032.5,535.9,387.45,337.59,8184,2548.1,1504.7,1600.9,1595,2152.5,1019.4,489.07,356.08,306.83,2380,1150.8,632.31,491.43,448.58,1116,706.82,381.91,220.94,165.68,2077.2,1135.3,614.52,428.22,389.7,16416,4539,2402,2737.8,2712.4,7628,2152.1,1119.6,1235.6,1219.9,3157.1,1137.1,671.07,643.84,636.12,2751.8,1037.7,612.46,552.8,539.28,1873.5,902.53,453.92,368.22,346.07,6866.9,2165.4,1260.9,1353.3,1341.2,4074.6,2057.5,1187.5,939.26,872.26,10597,3228.2,1982.6,2167.4,2150.5,3988.9,1366.7,635.77,599.64,569.18,9802.9,2906.6,1647.8,1858.4,1852.6,4383,1653.2,911.42,889.37,858.53,10646,3140.6,1934.3,2141.6,2143.8,10989,2937.9,1679.1,1982.6,1998.8,6086.1,2021.9,1103,1143.7,1132.8,8937.6,2433.1,1321.4,1528,1526.3,2646.8,923.8,502.94,494.96,479.11,2543.3,1343.3,726.24,498.6,435.83,5069.6,1353,709.78,828.46,832.75,373.29,269.21,337.52,456.99,446.11,2138.6,1290,825.78,486.47,318.22,28179,14226,8379.5,6258.6,5160.3,12015,7427.1,5334.4,4651.3,3755.7,81231,39264,23067,17323,13779,0.92944,0.46694,0.27535,0.20701,0.16467
1,14,2277.5,1286.3,625.07,479.52,416.75,1968.7,978.02,514.66,423.81,354.61,26964,6855.4,2810.7,2689.6,2371,2886.3,1039.7,519.9,480.86,407.87,2575.2,1010.2,483.31,373.57,318.14,1464.9,761.08,386.24,215.67,145.09,4157,1331.2,571.75,457.75,374.94,6448.1,1971.5,910.8,830.52,746.24,2706,1120.6,540.14,404.87,360.85,16265,4083.3,1655.3,1612.6,1413,2154.9,1166,566.98,406.95,346.42,11787,3271.9,1434.4,1315.7,1155.9,2665.6,1109.9,510.91,331.33,277.17,3128.4,1345.6,683.11,506.3,429.06,1211.5,809.67,450.11,270.53,224.11,2600.7,1353.7,628.16,431.16,364.35,22450,5687.7,2249.3,1977.1,1816.6,10331,2659.8,1056.6,904.81,833.86,4404.9,1343.8,626.25,551.89,473.74,3758.9,1217.5,576.95,475.01,392.09,2373.1,967.77,482.81,388.88,340.99,9868.2,2745.4,1162.3,1111.5,960.59,4821.1,2410.5,1242.2,982.59,837.75,15129,4183.8,1834,1753.8,1521.1,5472.3,1590.2,659.1,465.88,415.99,13974,3750.7,1623.8,1527.7,1370.3,6148.6,2047.2,929.74,769.69,655.23,15301,4048,1732,1706.2,1496.6,15732,3787.5,1464.1,1457,1297.3,8677.4,2543.1,1107.3,956.06,826.68,12593,3098.7,1196.8,1106.3,995.48,3705.6,1117.2,534.93,426.78,395.48,2907.4,1625.3,843.75,625.29,531.63,7373.9,1971.8,857.04,726.97,632.47,970.91,536.21,451.44,542.3,465.61,3096.1,1749.8,1090.7,718.21,551.96,31227,15774,9269.5,6967.4,5638.8,14001,7941.1,5148.8,4035,3432.1,43101,13190,7465.6,5613,4476,3.0974,1.5637,0.92043,0.68995,0.54948
1,14,1734,1044.8,556.18,481.27,396.81,1315.2,743,434.1,353.11,294.99,12961,4203.7,2501.6,2749.8,2363.7,1699.5,742.51,446.68,386.38,325.45,1445.9,823.66,410.23,311.89,252.42,1115.9,669.8,350.76,201.78,134.72,2161.9,1054,525.71,451.57,379.15,3342.3,1291.2,768.68,715.03,615.02,1548,850.02,459.82,336.63,285.23,7823,2505.5,1515.6,1681.6,1438.8,1410.1,891.69,476.14,315.65,258.68,5873.6,2123.4,1243.6,1248,1072.1,1561.9,818.01,453.43,320.79,256,1951.1,1031.5,562.24,393.36,326.12,977.08,647.05,352.44,198.08,152.15,1596.5,1007.8,532.34,355.81,286.79,11010,3374.9,2003.5,2273.3,1946.3,5079.1,1583.3,933.94,1043.9,890.63,2296.4,886.17,552.76,521.35,436.42,1984.4,868.63,518.83,445.82,374.36,1590.7,838.13,417.64,305.15,264.49,4929.4,1813.9,1043.8,1063.2,911.87,3289.3,1748.9,956.54,747.41,625.5,7559.1,2697.3,1616.9,1687.7,1433,2714.7,1060.7,563.03,532.4,441.29,6891.5,2491.8,1400.7,1469.5,1262,3204,1485.2,762.7,700.62,583.86,7464.7,2499.9,1555,1670.7,1425.9,7443.9,2168.2,1365.1,1587.7,1371.9,4388.3,1777.4,940.69,916.28,761.26,5993.9,1783,1098.8,1255.7,1080,1847.2,724.54,443.71,418.58,349.09,2082.9,1146.4,602.51,448.65,374.94,3411.2,1001.9,591.08,682.07,589.22,336.14,235.52,232.14,265.2,206.62,2942.8,1645.9,1025.2,658.56,489.9,19547,9868.6,5800,4357.9,3476,10148,6471.9,4416.5,3631.9,2930.4,43928,18417,10796,8091.9,6436.1,0.49429,0.2493,0.14712,0.1112,0.088525
-1,14,2206.2,1266.9,662.03,491.33,421.48,1865.3,937.83,541.35,452.5,395.39,22389,5722.6,2798.1,2934.8,2646.1,2568.2,982.31,543.52,494.99,437.53,2194.1,921.35,452.88,350.24,307.27,1305,729.14,374.44,213.8,142.56,3495.5,1211.9,541.35,476.63,415.74,5518.3,1785.6,946.17,891.15,791.4,2438.8,1022.6,546.65,438.95,379.72,13538,3486.6,1651.8,1762.6,1586.2,2114.7,1089.8,587.03,420.49,363.34,9913.3,2872.1,1436,1435.6,1279.2,2326.8,1063.7,526.89,340.36,285.61,2861.2,1276.5,687.86,528.59,450.26,1170.7,754.59,449.53,266.17,225.03,2494.8,1256.6,649.26,441.74,385.3,18983,5006.9,2253.6,2168.6,1988.2,8723.4,2347.1,1074.6,992.68,905.06,3688.4,1242,663.99,592.69,522.53,3140.6,1097.2,588.71,505.38,433.09,2018.8,907.57,460.76,354.56,307.43,8202.5,2368.8,1199.5,1183.7,1051.6,4921.1,2340.3,1275.9,1044.2,904.55,12731,3670.5,1883.5,1925.4,1694,4600,1420.7,606.51,484.88,446.8,11647,3245.2,1550.2,1589.4,1436.7,5257.9,1819.3,906.14,809.68,719.94,12775,3537.4,1805.6,1874.1,1665.6,13076,3208,1479.8,1608,1453.9,7314,2216.7,1083.3,1003.8,896.39,10517,2681.5,1189,1214.1,1099.4,3054.8,994.52,532.42,435.45,382.93,2968.2,1581.8,818.12,611.44,535.52,6036,1432.4,633.92,649.33,598.87,864.9,485.72,436.01,505.3,453.07,2449.5,1447.3,926.16,549.25,382.76,69595,35139,20670,15504,12373,12193,7126,4964.7,4088.3,3190.8,126000,53939,31568,23688,18832,0.50598,0.25528,0.15212,0.11363,0.091299
1,14,2100.2,1237.8,642.43,437.57,353.61,1746.1,923.71,477.55,313.96,263.39,17836,4649.8,2161.1,2001.7,1766.8,2139.4,909.8,469.29,339.23,290.09,1847.8,895.74,425.69,288.29,237.68,1333.9,792.44,395.16,201.52,131.69,2850.2,1087,507.6,362.58,292.47,4572.4,1490.7,786.21,587.11,508.55,2192.8,931.37,493.19,310.3,254.55,10733,2792.2,1294.9,1220.4,1064,1985.3,1090.5,549.61,310.74,246.62,8090.3,2418.6,1196.8,973.45,838.45,2018.6,1049.5,521.44,295.74,228.07,2496.1,1219.1,648.51,381.96,308.46,1195,765.63,425.91,220.22,168.72,2227.2,1270.1,615.25,331.83,264.01,15394,4146.5,1852.3,1665.1,1424.9,7073.3,1991.3,885.07,766.17,656.22,3088.3,1090.1,544.46,400.92,346.16,2648,991.91,516.29,364.42,297.01,1767.2,889.38,444.55,305.51,254.21,6600.1,1997.2,974.85,809.29,711.45,4421,2167.1,1169.3,739.96,587.52,10296,3048.5,1537.9,1299.6,1109.5,3753.8,1236.9,568.83,407.11,340.08,9292.5,2680,1249.1,1128.5,987.83,4292.8,1617.4,796.38,572.1,480.15,10291,2885.7,1423.5,1252.6,1092.1,10356,2533.1,1135.2,1129.2,988.86,5882.2,1924.4,923.3,720.91,609.42,8366.6,2180,960.79,896.94,774.65,2492.5,919.12,461.16,337.39,284.14,2836.7,1444.4,754.23,450.55,359.99,4768,1142.2,500.12,475.51,418.56,829.32,454.82,302.3,283.47,245.89,2653.1,1440,944.65,626.76,428.31,37120,18769,11026,8278.5,6609.4,12101,6963.9,4756.4,3977.7,3109.8,63442,22114,12931,9683.8,7735.2,0.15132,0.075594,0.046473,0.034982,0.028746
-1,14,2141,1171.2,621.69,564.69,478.56,1495.1,890.94,511.57,439.73,390.75,17129,4786,3222,3784.4,3417,1980.9,833.47,528.74,497.08,455.68,1833,895.06,467.28,395.97,339.82,1236.2,772.06,358.94,203.66,134.08,2699.8,1107.5,599.53,604.45,529.6,4198.8,1446.3,917.75,951.46,858.48,1925.8,958.89,502.56,422.09,365.48,10322,2834.1,1936.3,2320.9,2087.8,1734.7,1040.7,509.07,357.56,300.79,7619.5,2390.8,1547.7,1686.6,1524.8,2028.4,984.64,486.78,396.21,314.98,2283.7,1169.8,614.48,462.95,403.6,1158.3,775.05,372.97,198.02,145.74,2022.4,1166,582.71,404.28,357.69,14915,3909,2531.8,3157.5,2767.1,6905.8,1845.4,1167.5,1444.7,1249.4,3030.7,1105.5,682.46,676.11,609.97,2605.9,1057,621.09,584.99,522.6,1742.8,909.81,468.46,392.97,345.62,6349.2,2077.6,1310.1,1432.4,1295.2,3798.6,1954.6,1098,879.54,760.63,9722.2,3055.2,2019.5,2279.4,2059.9,3643.9,1205,666.31,703.41,591.89,8917.8,2708.1,1736.3,1977.9,1779.5,4101.1,1650.5,930.47,901.16,807.21,9763,2862,1973.2,2271.9,2059.3,10063,2548.7,1787.1,2231.2,1978.9,5585.8,1929.5,1140.6,1206.3,1080.2,8184.3,2117.1,1412.1,1761.8,1537,2541.6,893.74,537.04,568.68,481.19,2444.5,1299.1,688.37,482.47,396.23,4723.7,1226.1,774.05,967.32,834.02,399.32,266,290.74,401.13,339.53,2021.7,1224.8,805.1,458.93,289.65,24224,12235,7200.4,5404.4,4407.5,22624,14446,9501.5,8195.6,6913.2,57206,23246,13635,10260,8149.6,0.65092,0.32685,0.19294,0.14569,0.11537
-1,14,2135.1,1207.9,647.12,476.48,419.8,1673.9,916.78,495.33,443.45,412.77,16531,4385.4,2832.3,3385,3051.2,1956.9,868.54,497.62,492.6,467.8,1745.9,901.06,470.89,378.06,326.24,1248.5,725.87,364.02,195.71,136.94,2647.4,1022.7,561.84,536.62,473.75,4057,1499.7,865.91,927.28,854.13,1896.3,968.34,498.47,439.78,393.37,9949.2,2577.8,1704.2,2040.5,1851.5,1782.7,1070.2,530.73,387.36,347.18,7398.4,2333.2,1373.9,1575,1422.6,2031.2,1042.1,511.76,348.46,286.06,2326.5,1226.5,636.39,483.8,443.7,1139.3,800.26,398.98,241.53,184.47,1941.4,1178.4,605,422.14,377.08,14807,4117.4,2383.9,2616.3,2315.9,6835.6,1944.1,1123.1,1179,1048.5,2839.2,1055.9,629.49,648.52,581.87,2445.7,942.72,585.17,549.11,491.11,1682,828.24,455.17,373.54,318.67,6106.4,1852.5,1184.8,1320.5,1195,4211.7,2202,1164.7,920.37,876.9,9383.4,2851,1838.6,2086.6,1915.6,3804.6,1253,647.15,586.44,498.09,8638.3,2494.9,1559.1,1808.7,1616.9,4030,1572.7,891.96,866.53,775.26,9337.2,2671.6,1760.8,2073.2,1903,9650.1,2387,1546.7,1921,1720.4,5477.3,1875.4,1079.4,1114.4,1002.6,7939.3,2090.6,1273.6,1477.8,1305.3,2401.4,892.86,520.68,491.35,425.14,2845.8,1507.7,742.03,505.83,473.64,4519.3,1146.5,677.65,798.54,708.4,351.08,277.39,364.9,510.02,477.33,1933.9,1261.9,805.95,475.17,313.72,10927,5504.3,3240.4,2430.9,2018.8,12602,7919.4,5245.2,4364.8,3670.8,39142,4013.3,1740.3,1331.7,1094.3,1.223,0.6177,0.36324,0.27278,0.2172
