@relation arousal 

@attribute Theta_1 numeric
@attribute Alpha_1 numeric
@attribute LowBeta_1 numeric
@attribute HighBeta_1 numeric
@attribute Gamma_1 numeric
@attribute Theta_2 numeric
@attribute Alpha_2 numeric
@attribute LowBeta_2 numeric
@attribute HighBeta_2 numeric
@attribute Gamma_2 numeric
@attribute Theta_3 numeric
@attribute Alpha_3 numeric
@attribute LowBeta_3 numeric
@attribute HighBeta_3 numeric
@attribute Gamma_3 numeric
@attribute Theta_4 numeric
@attribute Alpha_4 numeric
@attribute LowBeta_4 numeric
@attribute HighBeta_4 numeric
@attribute Gamma_4 numeric
@attribute Theta_5 numeric
@attribute Alpha_5 numeric
@attribute LowBeta_5 numeric
@attribute HighBeta_5 numeric
@attribute Gamma_5 numeric
@attribute Theta_6 numeric
@attribute Alpha_6 numeric
@attribute LowBeta_6 numeric
@attribute HighBeta_6 numeric
@attribute Gamma_6 numeric
@attribute Theta_7 numeric
@attribute Alpha_7 numeric
@attribute LowBeta_7 numeric
@attribute HighBeta_7 numeric
@attribute Gamma_7 numeric
@attribute Theta_8 numeric
@attribute Alpha_8 numeric
@attribute LowBeta_8 numeric
@attribute HighBeta_8 numeric
@attribute Gamma_8 numeric
@attribute Theta_9 numeric
@attribute Alpha_9 numeric
@attribute LowBeta_9 numeric
@attribute HighBeta_9 numeric
@attribute Gamma_9 numeric
@attribute Theta_10 numeric
@attribute Alpha_10 numeric
@attribute LowBeta_10 numeric
@attribute HighBeta_10 numeric
@attribute Gamma_10 numeric
@attribute Theta_11 numeric
@attribute Alpha_11 numeric
@attribute LowBeta_11 numeric
@attribute HighBeta_11 numeric
@attribute Gamma_11 numeric
@attribute Theta_12 numeric
@attribute Alpha_12 numeric
@attribute LowBeta_12 numeric
@attribute HighBeta_12 numeric
@attribute Gamma_12 numeric
@attribute Theta_13 numeric
@attribute Alpha_13 numeric
@attribute LowBeta_13 numeric
@attribute HighBeta_13 numeric
@attribute Gamma_13 numeric
@attribute Theta_14 numeric
@attribute Alpha_14 numeric
@attribute LowBeta_14 numeric
@attribute HighBeta_14 numeric
@attribute Gamma_14 numeric
@attribute Theta_15 numeric
@attribute Alpha_15 numeric
@attribute LowBeta_15 numeric
@attribute HighBeta_15 numeric
@attribute Gamma_15 numeric
@attribute Theta_16 numeric
@attribute Alpha_16 numeric
@attribute LowBeta_16 numeric
@attribute HighBeta_16 numeric
@attribute Gamma_16 numeric
@attribute Theta_17 numeric
@attribute Alpha_17 numeric
@attribute LowBeta_17 numeric
@attribute HighBeta_17 numeric
@attribute Gamma_17 numeric
@attribute Theta_18 numeric
@attribute Alpha_18 numeric
@attribute LowBeta_18 numeric
@attribute HighBeta_18 numeric
@attribute Gamma_18 numeric
@attribute Theta_19 numeric
@attribute Alpha_19 numeric
@attribute LowBeta_19 numeric
@attribute HighBeta_19 numeric
@attribute Gamma_19 numeric
@attribute Theta_20 numeric
@attribute Alpha_20 numeric
@attribute LowBeta_20 numeric
@attribute HighBeta_20 numeric
@attribute Gamma_20 numeric
@attribute Theta_21 numeric
@attribute Alpha_21 numeric
@attribute LowBeta_21 numeric
@attribute HighBeta_21 numeric
@attribute Gamma_21 numeric
@attribute Theta_22 numeric
@attribute Alpha_22 numeric
@attribute LowBeta_22 numeric
@attribute HighBeta_22 numeric
@attribute Gamma_22 numeric
@attribute Theta_23 numeric
@attribute Alpha_23 numeric
@attribute LowBeta_23 numeric
@attribute HighBeta_23 numeric
@attribute Gamma_23 numeric
@attribute Theta_24 numeric
@attribute Alpha_24 numeric
@attribute LowBeta_24 numeric
@attribute HighBeta_24 numeric
@attribute Gamma_24 numeric
@attribute Theta_25 numeric
@attribute Alpha_25 numeric
@attribute LowBeta_25 numeric
@attribute HighBeta_25 numeric
@attribute Gamma_25 numeric
@attribute Theta_26 numeric
@attribute Alpha_26 numeric
@attribute LowBeta_26 numeric
@attribute HighBeta_26 numeric
@attribute Gamma_26 numeric
@attribute Theta_27 numeric
@attribute Alpha_27 numeric
@attribute LowBeta_27 numeric
@attribute HighBeta_27 numeric
@attribute Gamma_27 numeric
@attribute Theta_28 numeric
@attribute Alpha_28 numeric
@attribute LowBeta_28 numeric
@attribute HighBeta_28 numeric
@attribute Gamma_28 numeric
@attribute Theta_29 numeric
@attribute Alpha_29 numeric
@attribute LowBeta_29 numeric
@attribute HighBeta_29 numeric
@attribute Gamma_29 numeric
@attribute Theta_30 numeric
@attribute Alpha_30 numeric
@attribute LowBeta_30 numeric
@attribute HighBeta_30 numeric
@attribute Gamma_30 numeric
@attribute Theta_31 numeric
@attribute Alpha_31 numeric
@attribute LowBeta_31 numeric
@attribute HighBeta_31 numeric
@attribute Gamma_31 numeric
@attribute Theta_32 numeric
@attribute Alpha_32 numeric
@attribute LowBeta_32 numeric
@attribute HighBeta_32 numeric
@attribute Gamma_32 numeric
@attribute class {-1,1}

@data
2074.7,1196.1,626.48,427.56,345.61,1715,878.14,466.09,303.77,252.63,17225,4534.3,2113.4,1905.8,1695.6,2084.7,863.52,460.72,329.04,277.66,1797.6,867.63,414.34,280.71,230.43,1293.2,768.5,382.26,196.76,127.7,2750.4,1063.4,497.64,347.92,284.23,4442.5,1438.7,766.14,562.91,484.69,2127.2,912.85,480.53,298.92,243.83,10316,2704.3,1264.6,1169.8,1023,1950.4,1066.9,538.08,302.22,238.26,7801.3,2346.8,1166.3,926.7,803.29,1923.3,1013.6,509.15,288.37,221.67,2432.6,1188.7,632.19,369.95,296.57,1169,739.62,416.97,213.56,160.61,2194.6,1226.1,598.25,326.08,255.37,14828,4029.1,1817.8,1609.1,1376.8,6804.5,1933.2,867.81,743.49,632.6,3014.9,1043.3,532.62,389.83,329.69,2561.3,946.81,504.79,351.44,285.09,1677.1,846.3,432.92,297.65,245.76,6403,1945.7,951.73,779.08,683.27,4372.9,2130.4,1145.9,721.29,566.99,9958.5,2980.9,1505.3,1246.8,1065.6,3622.4,1220.8,556.28,398.57,329.77,8977.5,2616.1,1220.4,1079,951.17,4195.3,1586.2,781.74,552.73,461.9,9948.3,2803.6,1385.4,1197.3,1046.1,9942.8,2435,1105.4,1075.2,952.67,5708.2,1879.2,901.13,690.78,585.57,8031,2087.3,937.11,859.41,746.7,2387.9,884.91,445.41,326.14,272.18,1
2049.4,1135.2,606.99,548.31,466.81,1428,862.94,502.09,430.79,380.87,15782,4599,3126.3,3715.9,3349.2,1869,804.25,514.95,486.84,443.99,1710.8,875.68,455.64,389.7,332.82,1184.3,752.12,350.22,198.78,131.68,2500.2,1079.8,584.95,593.64,515.95,3904.4,1382.5,894.61,941.71,839.74,1784.1,923.34,492.83,417.48,357.28,9509.5,2722,1876.6,2275,2042.9,1624.4,997.83,498.22,351.77,293.57,7046,2294.7,1503.9,1664.4,1494.3,1905.2,940.55,472.07,386.08,308.41,2165.2,1118.9,599.06,456.12,394.09,1138.3,746.26,364.66,193.13,141.17,1855.3,1126.7,563.46,396.42,349.85,13614,3820.7,2475.9,3077.6,2712.3,6303.1,1809.9,1144.6,1409.1,1224.3,2865.5,1071.2,666.62,663.84,596.55,2442,1019.7,604.06,576.81,511.43,1641.2,878.46,455.16,385.86,335.37,5875.3,1999.7,1273.3,1409.9,1267.8,3566.4,1906.1,1077.2,864.54,740.46,9024.7,2934.9,1957.9,2244.8,2015.8,3313.2,1186.4,653.7,683.48,580.57,8272,2609.9,1683.3,1941.2,1742.3,3795.1,1614.7,904.93,887.41,790.03,9074.4,2737.7,1919.3,2233.4,2014.3,9243.4,2451.3,1735.4,2182.5,1938.9,5210.8,1871.6,1103.9,1185.5,1055.4,7485.2,2051.5,1374.8,1720.3,1506.8,2335.3,857.87,523.28,551.78,472.19,-1
2109,1193.7,633.36,464.76,411.5,1671,907.16,488.68,436.62,402.11,16495,4304.7,2784.9,3319.1,2957.5,1953.3,861.48,484.27,484.95,455.77,1723.2,883.71,460.8,369.95,315.64,1229.1,711.57,355.66,190.19,134.24,2635,996.78,550.61,523.93,457.94,4048.1,1483.9,849.39,910.17,832.02,1887.3,954.34,488.1,431.36,383.31,9931.8,2530.7,1673.7,2000.1,1796.2,1773.2,1057.5,521.25,379.85,340.49,7368.6,2301.4,1349.5,1541.3,1378.4,2026.2,1022.1,498.3,343.46,278.67,2316.9,1207.9,624.14,470.37,433.16,1116.8,789.72,391.21,232.84,179.44,1928.5,1162.9,590.75,414.22,369.62,14783,4095,2343.7,2562,2249.5,6828.9,1934,1100.7,1153.7,1017.6,2826.5,1047.5,622.2,639.17,564.01,2427.7,930.61,574.93,540.54,474.89,1661,812.37,443.06,367.48,309.06,6082,1822.4,1166.1,1296.5,1155.3,4168.9,2186.7,1144.7,903.11,859.31,9339.8,2808.6,1804,2037.1,1855.5,3795.9,1234.3,638.54,580.37,484.99,8610.5,2444.1,1533.4,1774,1568.1,4005.6,1538.4,878.83,845.53,751.79,9304.6,2630.4,1727.1,2032.4,1843.9,9646.9,2364.4,1517.7,1883,1671.3,5443.9,1830.5,1063.4,1087.9,969.42,7933.5,2074.5,1249.6,1448.6,1269.6,2394.3,880.43,507.15,486.14,414.69,-1
2155.6,1281.2,682.27,584.37,464.72,1706,879.89,535.81,457.95,344.63,15576,4762.9,3138.3,3821.7,3062.7,2034.3,846.07,536.83,502.82,400.22,1694.4,859.27,449.46,399.22,315.86,1283.2,713.19,363.16,205.59,135.94,2503.2,1107.3,589.89,610.5,487.88,4102.3,1483.9,940.13,951.31,762.6,2040.6,996.35,521.9,420.68,335.58,9297.5,2825.2,1913.3,2347,1868.1,1960.5,1104.3,550.2,358.56,289.81,7127.2,2381.9,1528.7,1704.5,1369.1,1968.3,1042.8,538.99,396.85,301.1,2504,1209.6,649.84,471.07,378.53,1191.8,763.56,412.02,206.35,150.68,2088.3,1180.3,601.85,404.69,332.6,13677,4323.3,2731.1,3190.6,2547,6309.4,2057.3,1262.6,1456.4,1164.5,2730.3,1088.8,689.38,694.67,543.05,2235.6,1000.3,620.26,595.98,474.35,1614.3,871.29,477.99,415.77,342.34,5817.2,2051.1,1280.8,1448,1155.1,4638.2,2233.9,1215.1,908.97,708.86,9137.8,3074,2009,2299.1,1832.3,3478.1,1276.9,713.44,686.51,545.23,8150.7,2642.7,1737.3,2015.5,1638.5,3911.7,1638.9,921.6,902.97,721.85,9014.1,2888.2,1968.2,2308.4,1838.3,8968.5,2552,1771.3,2250.3,1778.4,5198.9,1905.7,1156.9,1214.4,976.88,7313.1,2202.2,1435.6,1764.8,1391.9,2266.9,901.33,545.51,560.17,434.95,-1
1555.7,974.37,498.39,392.02,330.23,1109.7,721.78,404.05,297.63,230.62,8114.5,3227.1,1889.7,1901.2,1618.7,1250.8,715.95,383.29,310.77,247.45,1061.6,727.45,367.49,248.11,194.78,955.6,635.93,338.44,190.91,125.16,1440.7,909.79,445.86,332.06,269.13,2345.1,1134.3,615.56,553.13,451.28,1213.9,774.88,399.94,293.62,229.79,4837.5,2026.1,1129.7,1148.1,982.58,1246.1,855.89,435.88,289.44,224.66,3909.4,1743.2,973.52,915.17,754.49,1189.2,797.32,421,284.56,222.36,1604.2,972.62,517.57,352.6,266.3,977.99,648.93,370.92,191.11,122.85,1348.2,971.33,499.94,299.64,241.19,7105.2,2725.6,1557.7,1629.1,1382.5,3258,1301.4,736.89,761.29,645.86,1663.3,840.17,465.46,388.09,315.38,1365.8,793.15,448.09,336.88,268.02,1075.1,717.02,381.08,265.97,212.94,3134.2,1500.9,815.03,757.43,639.14,2860.4,1699.8,872.27,696.21,545.67,4929.8,2274,1271,1211.2,1000.1,1844.8,936.43,486.54,404.89,338.82,4366.4,2031.6,1129.6,1056.4,925.78,2225.2,1321.6,659.9,522.88,431.64,4824.9,2119.8,1185.3,1173.9,987.52,4602.7,1654,1000.7,1091.4,935.45,2893,1531.9,806.77,660.69,543.22,3768.6,1407.7,832.32,886.87,752.26,1293.4,673.45,403.99,308.57,250.35,-1
2174.4,1175.3,647.01,499.91,416.28,1541.7,912.44,498.17,415.49,342.33,13519,4227.6,2874.3,3239.7,2842.3,1784.4,864.03,493.66,455.03,389.37,1622.2,842.46,461.82,350.3,288.32,1320.4,718.8,379.65,192.12,129.58,2253.9,1091.2,560.76,524.1,446.13,3627.2,1467.5,866.51,868.9,735.43,1861.7,985.72,490.48,408.14,327.42,7998.3,2564.5,1715.4,1967.5,1734.3,1873.2,1058.4,523.74,361.96,280.59,6268.7,2225.7,1404.8,1488.9,1285.4,1802.4,981.87,507.22,341.94,272.21,2269.2,1157,622.15,453.57,363.52,1208.3,771.24,393.57,201.71,141.89,2078.5,1181.3,624.91,394.89,315.77,11585,3908,2340,2554,2260.8,5374.7,1907.3,1101.7,1160.8,1030.8,2506.4,1074.5,638.05,608.17,519.12,2104.4,1002.7,579.2,513.37,446.63,1562.2,891.02,453.1,354.22,301.84,5211.1,1915.2,1201.6,1254.5,1089.5,4245.8,2151.1,1136.1,872.24,694.91,7997.2,2849.6,1846.8,2005.2,1733.3,2886.5,1211.4,633,566.32,481.74,7139.9,2444.7,1583.4,1682.3,1491.4,3610.9,1541.6,902.57,813.84,687.43,7872.9,2666.7,1780.6,1985.8,1738,7624.2,2289.1,1571.7,1847.9,1638.9,4655.5,1783.3,1082.7,1060.7,916.1,6170.3,1996.2,1277,1424,1266.8,1934.4,867.23,522.71,463.42,399.29,1
2144.3,1223.3,631.08,469.88,406.63,1620.9,931.37,523.87,488.11,408.26,15733,5074.4,2845,2871.2,2440.6,2026.9,942.96,556.03,535.08,466.77,1682.8,931.22,508.3,400.28,328,1317.9,760.69,390.51,230.21,151.81,2690,1155.7,558.71,473.18,380.76,4053.7,1622.3,965.4,962.44,845.62,1944.1,993.86,553.69,480.13,403.87,9565.1,3095.6,1668.1,1698.8,1449.2,1762.5,1079.4,587.55,477.42,386.36,7066,2574.3,1474.7,1464.6,1225.3,1872.9,1001.2,533.6,357.84,292.58,2261.6,1196.6,702.26,578.29,470.82,1143.2,789.93,451.59,268.66,208.02,1961.3,1229,639.95,500.33,397.07,13780,4153.9,2179.6,2075.7,1774.8,6326.5,1948.5,1024,960.98,819.8,2746,1179.7,649.66,609.6,503.24,2350.3,1088.4,588.28,504.73,407.7,1691.1,948.63,501.92,386.44,343.48,5833.8,2177.6,1200.2,1174.2,988.36,4080.6,2152.8,1263.9,1169,957.53,9140.9,3260.3,1901.9,1921.6,1614.2,3313.8,1264.8,606.18,492.51,409.93,8282.2,2895.3,1693.7,1656.7,1443,3854.5,1731.7,947.35,855.93,708.12,9055.4,3108.8,1805.2,1857,1575.7,9144.3,2738,1478.5,1528.1,1299.5,5268.4,2016.5,1124.5,1027.5,861.23,7414.5,2255.3,1182.8,1145.9,971.55,2261.8,920.33,532.81,421.94,350.98,1
1770.4,1049.3,569.44,409.52,349.79,1272,804.1,449.32,320.21,249.13,9856.2,3595.2,2093.5,2210.7,1799.8,1379.5,754.5,431.4,336.97,273.98,1193.2,813.21,405.12,289.47,228.05,1196.1,739.95,357.13,190.03,131.12,1832.5,999.3,470.89,383.96,295.53,2608.8,1235.3,688.86,606.91,502.38,1346.5,863.07,434.54,301.59,247.36,5994.5,2169.6,1239.6,1341.2,1090.5,1334.7,932.72,477.47,288.75,237.84,4612.5,1942.8,1081.8,1030.9,839.47,1486.2,886.03,477.14,287.7,224.71,1740.7,1085.4,589.6,356.73,291.99,1110.2,737.58,452.04,221.42,153.36,1455.5,1023,531.42,314.23,258.29,9206.9,2996.2,1747.3,1842.7,1470,4255.7,1419.4,820.62,834.34,674.99,1971.1,914.81,546.32,436.23,349.14,1638.7,857.07,513.61,383.34,294.46,1279.7,815.36,427.54,310.24,239.92,3703.4,1633.3,948.13,873.45,700.87,2968.6,1869.7,978.34,672.14,559.18,5786,2453.8,1396,1372.1,1108.4,2357,1051.1,531.31,450.88,343.17,5242.7,2187.9,1216.4,1217.3,1000.9,2464.4,1418.6,745.56,573.84,474.34,5664.3,2260,1332.1,1362.3,1105,5796.2,1799.5,1100.5,1281,1029,3435.6,1675.2,897.56,740.72,607.86,4843.9,1551,941.57,1025.2,807.1,1615,745.36,506.76,369.57,280.23,1
2038.5,1158.2,623.71,515.22,428.9,1574.9,914.2,523.39,436.68,377.84,10604,4011.4,3001,3674.3,3169.2,1775.6,923.9,511.69,493.97,427.11,1372.2,819.02,455.13,388.11,316.08,1294.9,720.28,368.12,196.99,133.94,2027.7,1025.8,566.82,585.68,490.63,3208.4,1514.2,928.99,947.57,818.42,1719.8,952.35,527.46,424.07,361.6,6382.1,2451.8,1793.5,2222.5,1925.1,1763.1,1010.1,550.94,370.45,300.42,5156.2,2213.9,1505.2,1658.4,1442.2,1657.1,941.39,515.69,357.02,282.78,2131.4,1156.8,659.82,486.81,402.98,1213.9,731.66,412.84,215.27,175.85,1788.8,1108.6,606.91,428.08,348.76,9486.7,3401.5,2329.2,2907.3,2473,4430.3,1637.7,1078.7,1305.2,1110,2215.9,1019.2,683.3,663.08,576.22,1960.6,940.5,604.81,573.98,491.09,1465.2,897.18,455.83,373.46,312.73,4263.4,1852.4,1242.6,1407,1210.2,4124.2,2147.6,1160.6,924.74,755.14,6645.4,2827.1,1953.5,2249.9,1934.5,2442.8,1056.7,609.16,638.48,518.2,5728.6,2363.6,1593.4,1909.1,1624.5,3000.6,1515.1,888.25,907.05,763.09,6450.6,2659.1,1903.4,2230.7,1934.2,5939.3,2123.3,1623.1,2097.1,1817.7,3833,1746.1,1114.8,1190.3,1011.1,4863.5,1803.1,1290,1614.5,1393.5,1611.2,807.59,533.61,516.14,448.45,1
1840.4,1113.7,584.64,426.78,379.73,1495.7,840.6,470.52,367.48,306.51,10553,4065,2409.2,2494.7,2214.7,1675.5,805.13,465.14,414.68,356.46,1358.5,850.25,424.74,308.48,256.4,1138.1,710.97,356.61,204.74,128.41,1826.6,1030.8,499.48,414.09,353.54,3022,1358.3,798.88,726.76,612.97,1592.9,890.39,481.66,362.58,289.58,6273.2,2472.4,1447.5,1494.2,1343.6,1596.1,1002.8,515.67,349.38,265.39,4997.2,2128.7,1252.9,1193.6,1037.7,1545,950.88,496.81,300.64,236.91,1928.1,1111.3,606.03,419.07,337.5,1117.2,731.34,384.65,219.9,158.65,1760.3,1160.6,566.45,379.28,295.7,9025.3,3566.1,2007,1880.1,1725.9,4199.4,1721.5,949.13,858.06,787.05,2096.2,986.52,568.02,499.55,423.58,1822.8,940.04,546.41,419.62,365.07,1384.1,875.95,440.93,300.09,279.2,4161.8,1831.1,1069.3,992.18,869.86,3772.9,1994.9,1103.1,819.94,662.39,6472.7,2740.9,1624.5,1591.3,1391.9,2395.9,1110.6,591.95,432.72,380.95,5593,2397.9,1364.4,1329.9,1193.7,2919.2,1508.9,819.62,678.39,575,6324.7,2548.6,1541.2,1561.3,1377.9,5963,2100,1288.3,1379.4,1250.7,3660.1,1789,963.92,846.91,744.1,4833.8,1834.4,1073.4,1057.8,963.09,1711.3,818.3,473.9,391.4,335.8,1
2482.2,1197.9,757.69,684.49,719.26,1963,955.72,703.02,752.21,754.34,24820,6669.4,4193.9,4951.2,4692.4,2722.3,1037.9,759.94,854.56,838.69,2316.1,923.33,555.09,545.99,533.75,1278,727.07,393.22,252.74,219.21,3706.5,1276.7,710.77,743.67,711.45,5953.7,1964.3,1419,1669.7,1581.7,2597.4,1056.1,724.9,782.72,721.68,14941,4046.3,2510.3,2951.3,2816.1,2266.3,1118.6,710.42,714.34,710.85,10810,3246,2091.4,2454.7,2296.6,2748.7,1120.6,658.05,552.64,585.37,2986.9,1361.8,873.79,849.63,854.01,1102.2,791.11,490.4,382.79,345.46,2617.1,1182.5,728.6,719.07,720,21455,5728.6,3474.3,3691.2,3871,9943.8,2673.2,1610.7,1696.8,1787,3997.3,1296.4,866.92,966.62,933.76,3439,1148.4,746.82,778.79,743.24,2182.6,932.91,546.18,483.83,490.66,9026.2,2637.3,1679.4,1939.2,1862.2,5161.3,2329.6,1647.3,1764.5,1792.6,13946,4072.8,2701.5,3213.6,3020.6,5353.9,1529.7,857.92,843.06,880.43,12770,3596.7,2298.6,2656.2,2485.3,5681.2,1878.4,1213.2,1389.4,1277.3,14010,3986.3,2635.1,3158.3,2977.7,14523,3758.3,2339.4,2688.7,2613.5,7950.5,2424.5,1502.2,1699.9,1596.7,11795,3060.4,1864.5,2035.2,2027,3523.6,1139.2,797.1,781.25,718.1,1
2429.8,1184.3,616.93,470.05,407.63,2174.9,907.23,506.62,413.97,423.73,33005,7333.5,2806.9,2590.6,2517.7,3300.9,998.33,527.51,456.56,476.72,2911.2,969.39,453.58,345.86,327.98,1474.4,713.39,358.17,211.07,145.72,4860.7,1358,539.37,419.04,391.97,7500.2,1944.2,920.05,801.47,833.09,3071.4,1051.3,534.43,410.29,409.54,19897,4460.8,1670,1528,1493.3,2228.4,1043.2,562.88,418.01,403.72,14136,3389.7,1447.8,1277,1261.4,3164.7,1109.9,512.94,352.35,307.53,3324.6,1272.7,669.83,518.18,492.73,1108.1,723.5,398.59,238.55,201.23,2856.2,1180.5,601.14,429.37,418.16,28246,6451.1,2308.6,2088.5,1882.5,13012,3015.1,1082.2,968.1,873.03,5180.5,1366.9,613.93,517.36,521.34,4461.4,1204,553.3,423.89,417.74,2770.8,961.52,475.63,352.42,335.55,11871,2824.9,1165.9,1017,1022.1,5046.8,2147.5,1200.5,985.57,1015,18231,4325.5,1850.3,1659.2,1661.6,6877.2,1718.6,628.91,499.18,441.13,17034,3946.3,1617.5,1470.2,1441.7,7241.9,1952.9,875.51,718.12,729.58,18542,4282.9,1771.8,1622.2,1625.6,19583,4260.8,1522,1434.4,1349,10358,2574.5,1079.5,886.87,885.19,15808,3496.8,1242.3,1116.9,1016.9,4625.4,1155.3,512.46,394.11,345.98,1
1176.3,595.13,565.19,735.43,731.38,986.61,558.94,456.87,451.64,505.64,1198.7,594.76,554.88,534.48,581.32,2211.4,1171.7,1182,1222.9,1349,1107.9,1214.3,1432.3,1446.7,1589.9,1518.1,452.9,361.18,414.09,398.42,1712,881.86,784.56,819.32,973.12,3020.9,1391.3,1880.9,2077.9,2016,1323,702.45,813.42,820.51,900.92,2046.2,585.65,416.5,523.7,484,3037.4,843.31,640.98,840.5,757.72,2759.1,923.9,765.02,862.14,851.16,1382.2,700.74,533.38,522.03,570.19,1295.8,803.56,717.47,699.31,780.59,2167.4,769.29,592.98,606.52,584.68,2177.6,1173.1,1011.5,1032.4,1250.5,5921.9,1523,1043.2,1273.6,1205.9,6050.5,1709.2,1262.6,1511.7,1463.3,1691.8,593.49,432.47,455.2,434.97,1628.3,701.67,566.28,594.14,571.43,2122.7,928.29,866.31,888.07,881.79,1516.7,1042.5,1035.7,1009.8,1263.1,1395.5,476.04,350.19,407.85,361.39,1790.6,533.98,369.74,456.62,424.4,496.69,346.93,302.36,295.57,282.42,1762.5,1029.8,929.22,921.96,1119.7,1308.5,643.11,517.61,544.57,607.5,4315.8,1640.4,1372.6,1486.2,1679.8,1225.6,692.03,562.35,546.85,641.74,1700.5,781.24,688.95,710.44,811.33,1325.9,767.97,583.59,561.73,643.85,1345.5,742.96,614.29,605.92,691.59,-1
1534.2,986.64,1108.8,1320.2,1419,1072.1,737.39,756.62,857.88,969.54,1252.3,698.52,670.51,742.15,861.04,2747.4,1369.6,1503.5,1836.9,2126.4,812.03,646.76,714.58,847.97,819.78,1775.8,621.83,550.57,673.97,730.79,1720.9,1199.6,1249.6,1520.2,1796.9,3505.4,1617,1954.4,2643.5,2622.3,1491.8,614.2,645.79,806.59,809.34,2435,791.2,650.68,812.3,900.55,3501.5,1215.4,1071,1282.1,1398.7,3122.4,1294.3,1314.7,1551.9,1756.1,1403.4,883.08,778.14,921.07,1059.9,1446.1,1110,1115.7,1280.6,1487.2,2612,1089.1,925.72,1004.1,1136,2326.5,1621.7,1689.8,2105.7,2458,6949.1,2131.5,1632.6,1910.9,2140,6878.7,2394.2,2004.2,2317.8,2682.8,1867.7,775.08,654.42,693.45,807.53,1776.4,823.26,719.34,761.24,869.44,2247.5,1093.5,1041.1,1160.1,1389.2,1644.1,1240.2,1344.7,1643.6,1845.4,1585,630.65,527.92,600.85,659.78,2111.2,730.05,611.85,733.68,817.98,532.98,460.7,478.11,450.89,464.91,1993.3,1531.9,1729,1979.1,2370,1625.6,1009.9,1261.6,1365.1,1562.7,4451.1,2338.4,2256.5,2642.4,3176.7,1261.2,943.91,989.96,1114.3,1306.5,2221.7,1327.9,1417.8,1706.1,1906.7,1635.3,1006.5,975.58,1129.4,1301.8,1430.6,1224,1209.6,1307.6,1596.6,1
1831.2,790.09,730.81,833.98,770.36,1213.7,604.38,422.97,380.96,408.01,1343.8,598.46,411.16,400.87,408.6,3100.9,1205.9,874.41,832.23,874.3,903.22,806.51,857.41,840.02,927.08,2018.6,602.65,387.35,398.84,362.41,1916.1,868.16,544.63,499.18,529.95,3753.7,1220.8,1145.7,1223.5,1206.1,1655.8,524.6,432.64,461.85,429.16,2795.2,781.83,478.25,512.78,456.68,3882.9,1154.1,703.9,804.31,726.04,3436.9,1040.7,666.53,716.75,678.91,1620.2,723.25,411.02,374.62,387.5,1431.5,735.99,468.18,447.38,462.79,2798.3,936.27,555.39,564.22,528.07,2596.7,1172.7,688.07,619.32,675.83,7787.1,2118.3,1281.6,1423.7,1324.9,7702.5,2205.7,1373.8,1504,1422.5,2018.5,688.18,432.71,427.44,391.58,1939.3,696.46,470.59,463.3,415.92,2542.9,911.93,622.98,590.99,600.19,1754.4,769.13,519.78,525.33,558.7,1790,583.49,362.81,381.11,335.53,2415.8,697.97,420.88,457.62,400.21,511,331.19,250.45,205.85,185.49,2183.2,1093.6,688.18,608.24,607.53,1786.6,711.8,423.82,386.71,351.93,4988.4,1774.3,1095.8,1121.1,1168.1,1490.1,736.66,420.6,378.27,375.78,2385.1,958.24,573.1,590.11,542,1880.1,851.57,472.98,428.89,391.73,1555.8,757.96,534.57,487.1,491.93,-1
3169.6,973,661.16,767.57,731.39,1164.1,608.81,469.17,479.14,504.92,1796.3,746.33,578.6,674.6,669.28,4363.3,1608.6,1254.7,1378.4,1388.9,1586.4,1358.2,1616.3,1999.6,1940.7,3466.2,933.87,435.26,467.94,426.49,1946.3,929.79,779.32,802.72,878.5,6571,2130.2,2056.5,2215.1,2318.2,2840.4,989,1036.7,1021.6,1101.2,4800.7,1340.2,544.59,550.51,532.7,7050.5,1890.7,803.69,895.67,874.9,5926.7,1692.8,819.99,880.81,887.99,2061,885.36,524.21,521.44,549.5,1639.8,896.04,675.16,698.2,738.04,4850.3,1510.6,665.4,686.79,655.97,2254.9,1224.7,903.08,1011.6,1082.6,14158,3788.3,1426.5,1531.5,1453.1,13663,3745.6,1528,1663.4,1664.3,3354.6,1018.5,456.6,480.14,464.73,3201.5,1050.3,620.65,692.22,721.89,4039.2,1415.4,939.64,1237.1,1080.2,1623.6,1097.6,1033.9,1505.6,1362.1,3064.8,903.17,400.71,439.47,419.59,4044.7,1145.8,494.46,488.54,456.03,551.45,378.38,347.98,353.82,365.83,1917.1,1115.4,965.61,1005.3,1049.7,2506.2,862.16,533.3,542.8,543.57,7650.2,2429.1,1336.1,1546.5,1617.6,1356.9,720.84,503.58,528.22,552.74,3567.7,1192.1,707.92,723.79,728.4,2319.2,939.38,553.14,553.04,553,1617.9,813.91,599.91,636.76,646.52,-1
