@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
4193.8,2152,2607.4,3273.7,2895.9,11213,5884,6991.5,8852.6,7881.6,11060,5711.6,6962.2,8860.9,7827.2,1070.8,603.27,743.76,908.79,807.6,8017.9,4188.1,4990.8,6340.4,5618.8,4304.2,2240.5,2656.7,3334.3,2986.2,4545.4,2316.2,3007.5,3811.1,3351.3,782.31,571.86,604.7,616.94,562.97,6935.9,3623,4307.5,5455.9,4847,3574.4,2094.3,2048.3,2444.1,2313.4,2563.4,1451.7,1839.8,2224.5,2011.9,3193.1,1885.3,1856.2,2280.1,2110.4,8050.3,4211.5,5099.3,6527.5,5738.3,13133,7130.8,7893.8,9788.5,8901.5,7941.3,4324.2,4891.5,6185.1,5502,958.68,597.1,488.58,515.22,526.01,9351.1,4776.6,6072.5,7744.2,6841.2,6514.4,3355.3,4262.1,5471.2,4785.8,8975.7,4609.7,5644.6,7182.4,6349,4822.3,2507,3237.9,4107.4,3595.2,5550.9,2913.6,3980.3,4885.3,4361.7,1805.7,1127.5,1303.5,1454.4,1433,7906.6,4141.9,4854.5,6127.1,5474.5,2764.2,1646.6,1543.6,1821.8,1744.8,2781.2,1406.8,1757,2262.3,1996,8616.6,4377.7,5813.2,7331.1,6436,3567.5,2013.5,2112.6,2598.7,2390.1,5338.6,2941.7,3224,3983.5,3614.5,7097.1,3643,4514.8,5783.7,5082.8,1845,1060.6,1064.4,1292.5,1222.2,7184.9,3675.8,4526.2,5822.9,5135.5,6056.9,3045.8,3854.9,4932.1,4344,-1
2535.2,-33.273,1730.4,3051.8,2803.5,6112,386.16,4754.6,7966.5,7472.1,6219.5,220.48,4759.8,8168.1,7567.8,771.71,-82.708,276.23,363.04,392.18,4459.9,108.32,3438.8,5577.4,5120.7,2295.4,118.11,1778.9,2973.1,2797.8,2914.7,55.926,2063.2,3644.7,3309.7,748.23,249.74,-6.1652,-261.79,-32.265,3712.1,257.91,2896.5,5228,4549.5,1744.9,643.6,1289.7,1878.4,1746.3,2108.7,394.18,1203.7,1951.9,1718.9,1606.6,366.28,1076.5,1501.2,1706.2,4730,116,3448.1,6072.8,5639.6,6647,938.5,5283.2,8346.2,7910.6,4305,239.69,3248.1,5468.7,5210.5,604.82,437.62,272.89,331.5,258.61,6263.7,149.13,3970.3,7307.8,6573.6,4261.1,145.57,2776.4,5202.9,4570.4,5019.3,178.32,3837.8,6701.4,6200.1,3261.3,193.16,2099.6,3923.7,3420.4,4222,334.79,2721.7,4411.2,4057.4,1881.3,587.96,565.31,712.06,588.2,4204,254.91,3295.1,5579.8,5238.9,1362.6,613.38,923.96,1240.2,1186.3,1680.6,57.331,1237.4,2178.2,1942.4,5590.2,199.75,3995.3,7066.1,6314.5,1729.2,391.03,1305.1,1927.5,1963.2,2760.6,394.67,2139.1,3331.6,3198.7,4183.1,88.231,3043.8,5490.5,4975.8,872.76,327.67,655.33,927.25,929.2,4155.2,132.31,3198.6,5541.7,5049.4,3512.8,141.02,2710.6,4740.7,4304.9,-1
5136.8,1785.7,3433.6,4781.3,3922.4,12871,4605.4,8857.7,12613,10325,12908,4584.1,8864.8,12629,10352,1339.3,528.18,880.04,1261.6,1033.3,9309.3,3321.8,6307.5,9007.7,7383.7,4963.3,1777,3320.1,4724.4,3885.7,5527.1,2042,3843.6,5438.3,4479.3,971.1,586.65,621.45,767.37,662.6,8038.3,2838,5476.8,7748.1,6354.1,3751.2,1554.7,2316.4,3237.9,2657.7,3170.1,1449.8,2212.5,3044.7,2529,3537.3,1382.4,2129.4,3063.2,2538.6,9598.5,3430.5,6504.2,9297.4,7637.6,14669,5407.9,9614.8,13634,11187,9165.7,3300.4,6065.6,8690.4,7155.5,898.93,596.47,500.75,596.6,496.52,11550,4203.3,7625.7,10944,9122.9,7964,2904.8,5370.9,7712.5,6359.9,10506,3712,7203,10243,8392.4,5899.6,2222.8,4087.1,5826.4,4791.6,6836.4,2890.4,4967.9,6932,5678,2107.4,1233.3,1308.2,1747.9,1465.7,9120.2,3228.9,6108.7,8691.9,7116.2,2821.3,1248,1674.2,2332.5,1914.3,3367.6,1209.9,2298.8,3265.5,2651.9,10445,3979.1,7477.9,10575,8637.5,3895.1,1537.1,2529.8,3551.2,2920,5940.1,2213.7,3900.3,5544.8,4560.3,8509.5,3006.8,5779.2,8236.6,6764.7,1930.7,843.08,1267.8,1742.2,1443.5,8424.8,3023,5880.3,8276.4,6814.6,7137.9,2539.3,5010.3,7068.7,5769.7,1
8041.1,2705.8,2990.6,3734.9,3217.9,19891,6747.8,7861.5,10005,8482.8,20114,6767.3,7843.2,9975.5,8428.3,2127.8,992.79,1174.1,1468.2,1464.6,14474,5054.4,5530.1,6997.4,6307.2,7611.8,2591.6,2940.7,3769,3235.2,8786.1,2983.1,3409.9,4259.4,3603.9,1562.7,1118.6,1594,1947.1,1632.5,12313,4226.5,5111.9,6564.3,5299.3,5082.1,1954.6,2171.5,2741.6,2456.2,4871.1,1974.1,2115.5,2608.6,2287.7,5129.8,1900.8,2042.3,2561.8,2387.5,15020,5097.8,5872.4,7514,6229.2,21726,7539.8,8531.1,10958,9533.2,14095,4803.7,5550.4,7186.4,5945.5,853.34,562.64,499.87,598.34,645.3,18305,6315,7167.5,9177.3,7538.7,12668,4314.7,5099,6562.8,5331.7,16301,5483.8,6388.4,8146.2,6814.3,9342.6,3230.2,3801.2,4992.8,4085.7,10860,4075.9,4799,5454.9,4758.1,2547.3,1689.5,2078.1,2098.1,2161.2,13918,4701.3,5413.7,6911.5,5821.5,3633.7,1526.5,1628.7,2024.9,1932.3,5223.9,1845.4,2180.7,2620.5,2209.8,16595,5741.2,6702.3,8406.4,6973.9,5627.3,2152.5,2342.4,2895.4,2697.8,8834.1,3100.9,3495.9,4461.5,3905.3,13293,4479,5247.8,6705.9,5526.3,2702.4,1123.4,1154.3,1416.4,1429.2,13175,4452.2,5153.2,6514.3,5481.7,11162,3760.9,4330.3,5487.6,4644.8,-1
9719.3,3672.5,2978,4271.2,3501.5,25327,8986.8,8119.2,11447,9452.9,25048,9086.6,8073.4,11506,9454.9,2326.7,926.65,804.01,1191.1,1024,18190,6581,5790,8162.2,6807.8,9736.2,3429.1,3076.1,4320.6,3560.1,10074,4066,3398.9,4967.2,4046.1,1180.8,996.17,727.25,909.28,1019.9,15612,5558.7,5063.7,7107.4,5810.1,7061.9,2340.9,2262.6,2917.2,2484.4,4827.9,2472.1,1916.4,2767.4,2213.9,7005.1,2304,2091.9,2828.1,2400.3,18405,6815.1,5894.3,8495.7,6942.8,29145,9773.9,9067.5,12429,10328,18242,6305.9,5651,7959,6549.4,985.98,535.61,472.74,529.56,474.04,20774,8374.1,6774.3,10117,8228,14591,5807.5,4870.1,7092.3,5815,20359,7335.6,6548,9339.2,7644.4,10562,4338.3,3649.9,5327.6,4354.4,11304,5160,4289.9,6195.4,5042.7,1623.7,1444.8,1117.9,1437.5,1154.1,17955,6249.4,5644.4,7927.2,6516.6,5019.5,1671.8,1655.8,2073.7,1795.7,6267.3,2403,2041.2,2968.3,2407.7,18939,7676.3,6625.1,9590.2,7757.5,7699.4,2546.1,2417.7,3218.6,2724.7,11830,3950.6,3675.5,5056.4,4203.9,16174,5992.6,5219.5,7527.6,6149.7,3727.7,1336.2,1292.4,1638.2,1461.1,16142,5982.2,5249.5,7584.7,6205.5,13578,5110.6,4470.1,6425.9,5264.4,1
9319.2,3243.8,2851,3880.7,3249.3,22446,7984.2,7414.6,10150,8570,22777,8026,7461,10254,8627.5,2333,761.77,725.99,942.61,754.55,16305,5804.1,5280.5,7255.6,6149.6,8565.7,3017.4,2794.1,3818.1,3226.6,10026,3583.4,3200,4511,3755.6,1495.8,812.35,504.7,671.61,554.71,13953,4938.8,4624.6,6270.7,5284.1,5351.9,2208.1,1907.1,2504.6,2177,5622.2,2283.3,1793,2547.4,2102.8,5444.9,2101.8,1819.2,2415.9,2099.8,17107,6045.3,5531,7620.2,6386.9,24084,8843.8,8028.7,10851,9265.7,15971,5630.8,5171.2,7029.3,5940,767.77,539.17,399.86,437.54,400.39,21005,7460.5,6412.1,9115.4,7677.5,14498,5144.2,4559.2,6395.6,5371.9,18476,6478,6068.2,8336.8,6991.7,10772,3869.4,3407,4818.7,4030.9,12448,4648.1,4028.3,5722.5,4720.5,2669.5,1328.8,906.98,1273.5,1081.6,15715,5560.4,5143.1,7017.8,5924.7,3705.9,1605.2,1375.4,1768.9,1555.9,6019.7,2132.4,1929.1,2664.5,2229.7,18973,6777.2,6172.3,8681.8,7201.4,6060,2308.9,2085.2,2797.2,2397.6,9721.2,3574,3281.1,4410.8,3774.9,15196,5333.8,4883.3,6771.5,5662.8,2843.3,1191.9,1036.9,1340.9,1178.1,14967,5311.1,4907.7,6795.5,5695.8,12658,4513.9,4166.8,5755.9,4838.6,-1
199.78,889.21,2534.5,3250.6,3042.9,2004.2,2643,6916.8,8944.3,8290.7,1479.8,2517.3,6873.7,8893.7,8268.6,-5.8665,323,791.21,779.71,901.56,1282.8,1888.4,4943.4,6424.5,5974.3,766.3,1008.6,2602.6,3373.6,3135.9,-85.483,1032.3,2912.8,3744.1,3531.1,-229.12,496.52,603.1,782.22,743.07,1210,1590.5,4264.7,5479.6,5096.5,1461.2,1168.7,1966,2489.1,2347.4,-687.74,842.48,1656.8,2109.3,2041.5,1169,993.31,1848.7,2339.2,2158.4,808.28,1841.7,5060.9,6482.6,6054.7,3694.8,3363.9,7779.5,10024,9277.1,1720.9,1932.7,4878.9,6214.9,5755.1,460.42,465.04,420.83,520.25,504.02,-404.29,1970.3,5849.5,7629.3,7195,-101.24,1396.4,4161.4,5346.4,5015.4,1209.4,2037.1,5568.7,7199.5,6697.1,-185.96,1079.7,3127.8,4009.5,3752.5,-1020.6,1400.9,3627.1,4585,4459.9,-807.54,754.88,1081.7,1275.2,1277.4,1536.2,1861.7,4813.5,6191.5,5752.4,1253.1,979.64,1481.5,1847.1,1747.9,121.17,599.87,1744.5,2225.5,2102.5,-290.05,1965.1,5569.6,7170.9,6774.2,1196.5,1031.5,2075.2,2655.9,2471,1502.1,1420.4,3170,4061.9,3774.4,628.82,1545.6,4473.9,5730.6,5349.6,699.49,588.75,1041.9,1330,1253,714.49,1652,4506,5787.7,5427,489.41,1376,3813.4,4943.9,4615.5,1
3877.1,896.17,2120,3044.6,2965.1,9974.2,2969.2,5885.6,8049.3,8572.6,10048,2729.3,5789,8025.7,8429.9,1107.2,513.83,873.34,970.47,1287.2,7239.4,2042,4374.3,5604.7,6324.2,3768.4,1157.2,2249.9,3005.6,3290.6,4214.2,964.09,2405.6,3377.8,3488,1024.9,916.83,1043.6,2396.7,1558.7,6163.2,1764.8,3542.7,5385.6,5152.3,2533.1,1391.6,1756.5,2199.1,2489.4,2171.4,570.88,1455.6,1981.8,1782.1,2531.7,1353,1827,2028.7,2403.8,7463.2,2009.9,4183.8,5980.2,6086.3,10680,4081.2,6637.7,8845.4,9804.8,7020.4,2303.8,4071.6,5631.6,5989.7,582.81,453.84,452.5,505.4,555.01,8737.9,1950.5,4842.8,7223.6,6922.3,6088.2,1628.5,3436.9,4962.9,4942.7,8145.6,2197.1,4652.2,6598.8,6787.7,4504.4,1231.7,2580.1,3704.6,3680.3,4917.6,947.01,3414.5,4872.5,4149.9,1175.9,898.78,1957.4,1846.9,1450.8,6884.5,2070.1,4010,5651.9,5937.9,1845.6,1177.3,1398,1606.6,1893.8,2539.7,598.69,1556.7,2305.1,2154.7,8000.8,1782.2,4641.2,6803.8,6425.3,2746.4,1316.7,2099.7,2427.2,2632.6,4393.5,1701.2,2762.4,3596.7,3974.3,6577.6,1721.2,3647.4,5361.9,5367.8,1313.2,698.57,1112.8,1271.1,1376.9,6581.6,1686.6,3780.6,5356,5428.7,5482.9,1355.8,3168.9,4533.2,4590.4,1
11214,3431.5,2105.3,2735.1,2655.3,28441,8466.9,5447.2,7457.8,7149.1,28543,8547.2,5449.3,7443.1,7172.3,2799.6,1056.2,836.81,836.08,882.7,20532,6134.5,3915.7,5333.3,5143.1,10895,3205.5,2068.7,2813.9,2701.2,12109,3767.3,2411.6,3150,3106.2,1490.8,796.22,591.21,785.31,589.99,17630,5275.8,3346.5,4605.6,4400.3,7489.4,2285.1,1554.8,2021.8,1908,6359.9,2347.2,1526.4,1784.9,1821.1,7361.2,2235.5,1489,1904.4,1790.7,21143,6480.8,4089.1,5477.4,5300.9,31526,9275.9,6044.6,8241.5,7802.8,20193,6051.8,3859.4,5201.6,4967.3,1251.2,589.54,399,440.89,410.48,25045,7910.1,5002.4,6471.2,6441.4,17412,5477.8,3487.5,4530.2,4462.1,23195,6924,4413.4,6047.6,5814.7,12790,4108.7,2653,3377,3338.9,14462,4853.5,3202.5,3937,3966.8,2861.6,1393.6,1071.8,1205.3,1160.6,19992,5907.1,3772.1,5177.7,4945.6,5376.6,1684.1,1191.2,1489,1402.7,7352.7,2257.8,1404.8,1899.8,1855.3,22914,7146.1,4605.1,6025.9,5958.2,8179.4,2418.7,1631.8,2177.3,2046,12808,3782.7,2481.3,3353.4,3172.9,18688,5710.6,3587.9,4829.9,4695.2,3935.3,1210,853.34,1099.1,1028.4,18627,5646.7,3578.6,4899.2,4732,15794,4788.5,3041.9,4146.6,3998.3,1
-1236,858.94,2601.3,3665.9,3263.7,-2773.1,2367.9,6878.4,9740.8,8834.8,-2946.7,2247.6,6810.7,9773.3,8832.2,-123.02,587.24,1355.2,1527.2,1294,-2050.4,1722.9,5006,7041.2,6438.7,-1009.5,895.62,2610.8,3667.9,3334.6,-1312.6,976.35,2929.7,4226.6,3788.7,223.54,853.26,1302.6,1310.2,1383.3,-1730.1,1486.3,4226.2,6080.6,5446.2,-146.93,1077.1,2058.6,2540.1,2327.9,-486.11,874.42,1847.9,2439.3,2174.9,-412.45,855.87,1904.5,2459.1,2232.6,-2270.4,1666.9,5006.3,7262,6499.6,-2387.5,2989.3,7833.7,10598,9627.5,-1948.7,1695.2,4769.4,6796.2,6114.1,395.22,508.67,537.97,511.41,501.35,-2782.7,2027.2,5875.2,8692.8,7781.9,-1948.5,1428,4113.7,6058.2,5409.8,-2350.8,1798,5519.7,7944,7139.4,-1420,1115.5,3121.7,4558.6,4059.2,-1380.1,1524.6,3832.1,5420.9,4820.8,390.48,955.03,1409.5,1553.1,1384.7,-1862.7,1624.3,4768.8,6746.2,6081.2,114.06,927.98,1587.7,1846.1,1708.9,-784.03,622.7,1743.3,2547.6,2260.1,-2548.2,1930.2,5679,8215.1,7307.1,-436.14,941.81,2168.1,2785.5,2564,-1016.7,1234.5,3222.2,4330.8,3928.7,-2031.6,1477.1,4397.7,6447.1,5739.4,-12.08,574.22,1159,1386.6,1315.5,-1953,1437.6,4469,6467.2,5826.4,-1630.1,1206.7,3806.8,5462.5,4914.1,1
8290.2,2698,1749.3,2167.2,1849.8,19822,6467.9,4502.4,5590.2,4820.7,20197,6595.4,4534,5625.7,4837,2089.6,733.78,649.5,583.88,565.5,14406,4633.7,3271.7,3937.1,3411.9,7539.8,2434,1721.8,2081,1821.8,9019,3042.6,1997.7,2507.8,2123.4,1397.4,701.59,625.39,650.77,531.87,12323,4043.8,2857.5,3446.5,2970.9,4731.5,1627,1361,1441.3,1302.5,5276.6,2025.9,1348,1509.4,1275.6,4831.1,1633.5,1248.6,1495.7,1312.1,15248,5048.1,3368.8,4225.6,3613.6,21163,6808.1,5072.1,5905.8,5253.8,14016,4586.5,3145.7,3868.6,3392.7,716.18,432.45,370.73,321.58,291.24,18956,6367.6,4047.3,5097.7,4330.6,13012,4426,2852.3,3583.4,3085.4,16400,5344.5,3684.5,4554.5,3929.2,9723.6,3378.6,2185,2753,2367.6,11491,4129.4,2748.6,3331.6,2815,2773.8,1312.6,1210.2,983.59,1054.9,13869,4465.7,3150.3,3826.7,3319.3,3297.1,1199.5,1059.1,1086,990.64,5387.5,1808.6,1231.7,1450.8,1251.9,17173,5804.6,3897.6,4870.6,4104.4,5350.7,1745.4,1414.5,1594,1417.3,8578.7,2779.1,2068.5,2444.7,2151.3,13529,4491.3,2989.6,3708.7,3177.6,2528.1,849.02,810.8,824.15,746.12,13352,4425.8,3077.1,3735.8,3223.4,11294,3694.2,2602.8,3174.6,2740.4,1
6796.4,2489,3298.8,4084.4,3696.6,15968,6450.5,8708.5,11252,9936.1,16427,6462.3,8741.5,11206,9965.9,1779.6,646.95,822.96,1066.5,935.42,11670,4653.5,6232.1,8002,7111,6045.5,2448.6,3270.9,4259.6,3746.8,7601.9,2873.9,3823.3,4750,4315.2,1336.5,643.46,638.41,694.87,621.12,9854.4,3915,5339.5,6919.5,6121.4,3573.9,1857.8,2311.7,3087.7,2639.7,4690.9,1881.7,2234.4,2673.7,2470.9,3776.8,1782.8,2223.9,2886.6,2484.4,12514,4838.6,6501,8215.7,7361.3,16595,7175.3,9483,12482,10874,11210,4540.5,6089.2,7844.7,6905.4,583.22,509.63,460.88,627.47,511.95,15850,5882.5,7833.9,9771.8,8882.1,10872,4084.8,5451.5,6794.6,6166.6,13297,5223.5,7066.4,9099.9,8078.1,8218,3077.4,4112.3,5063.7,4626,9942.1,3776.2,4880.9,5925.2,5462.9,2700.7,1342.1,1283.6,1615.3,1450.4,11071,4471.6,6007.8,7817.1,6872.6,2514.4,1432.3,1701.9,2272.5,1915.6,4408.5,1655,2236.6,2839.8,2566.2,14551,5466,7341.7,9106,8297.6,4173.2,1965.1,2472.8,3313.5,2836.7,6761.7,2946.7,3881.7,5072.4,4417.4,11060,4222.3,5735.8,7251.6,6517.2,1954.3,1018.8,1222.5,1659.7,1404.2,10968,4280.2,5794.4,7359.6,6552.2,9345.7,3634.6,4882.3,6214.8,5568.4,1
9715,3942,2941.2,3487.2,3357.9,23627,9897.1,8620,9913.3,9261.6,23988,9895.4,8386,9733.9,9156.1,2937,1521,1203.4,1533.9,1684.7,17312,7296.6,6667.7,7685.7,6823.3,9015.1,3785.9,3354.8,3774.8,3519.1,10651,4318,3423.9,4060.4,3864,1838.9,1404.2,1750.2,1458.3,2102.3,14570,6106.3,5118.5,5984,5767.5,5959.8,2815.5,2808.7,2989.2,2765.6,6141.1,2681.2,1993.9,2581.6,2369.7,5914.8,2793.2,2745.4,2810.9,2632.1,17917,7330.4,5960.6,7023,6733.8,25551,11158,10203,11211,10519,16602,6975.3,6049.9,6842,6549.5,1121.3,668.74,722.4,781.06,628.79,22098,9083,6942.9,8316.6,7998,15191,6267.5,4961.3,5844.3,5764.1,19452,7992.3,6674.3,7786.6,7379.7,11266,4722.9,3693.4,4490.6,4433.7,13457,5663.8,4683.1,5354.2,5007.9,3598.6,2276,2790.5,2513.6,2505.7,16514,6893.6,5851.8,6727,6346.4,4277.8,2148.2,2305.8,2332.3,2130,6273.6,2625.5,2113.2,2437.4,2296.7,20132,8316.3,6451.7,7888.1,7428.1,6637.5,3007.6,2978.8,3281.9,2934.1,10408,4518.8,4202.9,4624.7,4319.1,15827,6530.3,5235.1,6168.7,5927.5,3197.6,1514,1576.1,1785,1468.5,15872,6456.7,5347.1,6283.6,5928.3,13450,5495.4,4482.3,5295,5006.6,1
5017.6,2369.6,2593.6,2942.1,3012.3,12387,6140.2,7266.8,8395.9,8304.6,12480,6040.6,7094.1,8200,8145.8,1398.3,1340.7,1447.6,1710,1646.3,8972.4,4536.2,5339.8,6155.2,6208,4742,2339.8,2772.5,3185.9,3159.9,5453.8,2637.4,2938.9,3383.7,3417.9,1180.7,1190.7,1314.3,1242.2,1603.5,7644.7,3782.8,4422.3,5110.4,5045,3384,2038.2,2343.3,2710.2,2579.5,3232.4,1823.9,1789.9,2109.4,2191.1,3270.1,1924.1,2230.5,2579.1,2448.6,9306.3,4460.8,5175.6,6004.1,5929.4,13739,7177.5,8426.1,9779.8,9538.4,8817.6,4385.4,5144.2,5946.9,5799,787.9,618.44,611.79,681.46,679.53,11386,5466,5982.1,6880.7,7129.5,7860,3798.2,4343.1,4925.8,5080.5,10097,4869.3,5719.2,6605.4,6521.3,5842.4,2879.9,3268.7,3783.4,3875.9,6907.7,3602.1,3852.3,4390.2,4507.4,2139.8,1830.9,1886.6,2252.6,2140.8,8664.7,4268.7,4961.9,5765.8,5648.5,2566.2,1626,1872.6,2141.8,2051.7,3242.4,1628,1761.4,2004.5,2056.6,10345,4978.9,5572.5,6445.2,6541.6,3580.8,2076.6,2452.2,2768.3,2728,5565.5,2926.5,3483.3,4016,3922.7,8264.8,3949.8,4542.4,5249.7,5221.6,1729.4,1073.3,1266.4,1437.1,1442.7,8074.3,3903.1,4639.1,5276.9,5246.4,6886.6,3306,3836.6,4438.6,4425.4,-1
821.66,763.76,667.44,707.64,839.3,329.33,341.73,297.98,280.42,265.84,458.21,432.32,405.81,397.97,399.3,1093.8,925.65,906.87,847.88,929.06,770.9,847.41,814.36,843.71,889.58,1265,1116.2,1268.6,1284.7,1256.7,543.42,625.62,545.42,642.19,603.22,858.36,870.53,955.5,1120,1131,544,728.98,613.53,709.77,643.41,419.91,429.42,299.83,344.91,355.16,304.52,432.49,250.01,243.45,218.59,764.48,611.21,403.47,335.81,301.41,428.3,488.41,323.54,340.77,302.13,492.52,424.61,287.48,264.77,260.74,643.95,416.26,254.71,238.91,209.6,499.06,485.35,463.84,497.44,548.29,460.24,385.38,307.64,312.79,319.11,338.77,402.06,352.5,326.7,308.44,456.17,475.99,400.29,413.7,397.71,503.23,480.31,416.9,445.55,480.36,704.78,733.96,759.54,746.63,705.05,573.13,611.99,637.05,634.71,632.39,404.89,426.67,300.05,316.92,297.75,334.63,322.96,249.89,255.62,257.96,423.76,761.77,665.14,691.96,685.62,387.66,531.94,566.57,624.95,572.13,417.32,592.02,437.08,488.11,437.33,248.32,339.75,216.71,212.91,209.24,273.79,373.35,230.41,239.09,204.07,359.07,381.75,320.95,277.17,277.43,327.18,328.61,206.24,197.73,179.51,599.56,449.24,374.57,363.97,365.71,1
1456.6,686.79,433.99,401.08,341.67,552.41,322.03,213.3,205.83,179.3,392.62,350.01,280.31,278.7,252.24,754.4,555.37,459.41,475.26,478.15,774.15,604.97,604.82,599.61,649.38,6115.1,1588.9,908.82,828.63,871.13,422.96,482.13,361.61,386.8,408.65,1043.5,706.9,663.1,730.03,766.6,814.14,641.93,507.22,550.37,546.25,392.29,343.69,208.48,219.1,194.97,389.09,387.42,199.73,208.21,184.29,499.31,406.65,262.06,225.92,196.11,1352.5,549.78,308.67,289.29,238.08,947.34,446.77,248.09,212.31,179.92,732.51,436.11,264.04,201.45,172.89,1469.3,544.98,312.88,268.77,264.31,456.23,337.71,220.51,212.82,201.12,744.05,341.51,219.07,193.32,170.79,1621,536.76,296.61,286.45,233.62,410.91,361.48,262.98,276.04,255.05,682.54,487.21,452.26,444,422.5,502.23,513.31,462.78,488.64,484.03,657.13,353.68,229.8,252.38,197.42,744.88,301.97,192.66,191.26,153.58,1260.8,684.89,468.24,525.9,498.67,918.75,468.65,423.42,447.2,453.22,1238.6,558.8,374.67,332.94,322.06,517.41,317.59,174.38,172.78,145.73,528.47,370.27,202.6,174.96,160.87,946.08,412.11,270.43,232.58,218.47,700.08,335.03,191.32,157.35,144.65,1684.9,572.91,315.89,277.11,261.27,1
664.38,736.55,497.36,518.34,476.44,206.28,354.58,218.28,211.32,203.53,436.04,396.8,307.24,304.1,301.59,812.1,669.82,660.09,639.72,717.65,662.68,701.81,726.94,791.07,787.16,103.2,1235.1,1068.1,1038.6,1043.3,586.93,544.72,514.92,563.33,563.5,619.39,882.85,853.45,910.72,968.22,434.89,674.46,591.39,614.16,629.71,390.14,367.67,249.73,256.12,262.5,288,409.31,222.76,219.79,207.15,409.42,493.2,283.15,282.56,249.07,268.8,474.63,282.3,299.35,257.11,287.6,409.3,275.87,244,223.59,553.04,388.99,256.61,234.71,188.05,222.76,485.53,367.68,345.73,355.5,559.41,416.98,291.97,268.42,244.41,232.12,384.12,272.07,251.26,219.01,240.37,495.54,339.53,321.69,289.8,466.42,431.84,345.34,321.34,359.34,499.37,569.27,592.69,559.67,582.76,441.33,637.28,595.16,634.52,688.45,326.91,399.88,265.15,233,237.02,248.94,322.37,206.02,185.2,179.09,191.44,750.62,535.73,602.61,625.87,250.66,533.75,426.66,438.38,495.05,194.97,598.06,408.03,416.77,387.83,194.39,392.02,177.31,162.23,166.92,173.09,421.81,227.46,218.23,173.12,208.64,429.01,298.62,241.3,239.63,239.01,329.66,200.96,181.69,148.73,355.13,539.1,352.02,312.26,305.39,1
